ageReported,householdReported,timePhase1,timePhase2,timePhase3,timePhase4,timeDem,timeRisk,languageEnglish,genderReported,gamble1,gamble2,incomeReported_10000,incomeReported_100000,incomeReported_15000,incomeReported_150000,incomeReported_25000,incomeReported_40000,incomeReported_60000,incomeReported_75000,maritalReported_divorced,maritalReported_engaged,maritalReported_married,maritalReported_separated,maritalReported_single,maritalReported_widow,pbdmBid,pbdmOffer,nCorrect,nInTime,timeExperiment,offerType,treated,ub,lb,prob_zero,prob_walls,budget_pbdm,tutorial_max_credits_1,tutorial_offer_1,tutorial_game_credits_1,tutorial_regret_1,tutorial_max_credits_2,tutorial_offer_2,tutorial_game_credits_2,tutorial_regret_2,tutorial_max_credits_3,tutorial_offer_3,tutorial_game_credits_3,tutorial_regret_3,tutorial_max_credits_4,tutorial_offer_4,tutorial_game_credits_4,tutorial_regret_4,tutorial_max_credits_5,tutorial_offer_5,tutorial_game_credits_5,tutorial_regret_5,tutorial_max_credits_6,tutorial_offer_6,tutorial_game_credits_6,tutorial_regret_6,pbdmRegret,prop
34.0,8.0,14.451999902725,229.61999988556,14.253000020981,340.46900010109,430399.63960116886,430399.63960116886,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,124.0,85,18,20,3.8843833333333335,PBDM,True,193.48669456093657,-55.8703352412558,0.122,0.05,124,5,4,14,5,7,11,19,7,6,13,17,13,17,8,18,17,14,3,15,14,13,2,14,13,124,0.6797613425672205
25.0,4.0,15.636999845505,613.30500006676,27.431999921799,364.63000011444,28085.40734502879,28085.40734502879,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,130,12,20,3.6138833333333333,BDM,False,200.0,0.0,0.0,0.05,80,8,4,15,5,4,10,10,4,7,8,14,7,6,10,10,6,5,5,5,5,13.0,4,13,5,10,0.055
24.0,1.0,9.2159998416901,409.02600002289,16.266999959946,249.77200007439,52564.02571578858,52564.02571578858,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,14,20,1.2133166666666666,PBDM,False,181.2962043807051,-65.06076388140416,0.133,0.05,94,10,2,7,4,5,11,11,5,9,9,9,9,19,19,19,19,12,10,12,12,9,2,9,9,0,0.15589311772722175
23.0,2.0,8.8919999599457,94.986999988556,10.80999994278,255.50900006294,35047.85868830369,35047.85868830369,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,65,15,20,3.9814666666666665,BDM,False,200.0,0.0,0.0,0.05,94,20,3,11,15,10,10,12,10,2,3,7,2,25,9,6,15,10,6,6,16,18,2,11,18,25,0.13
27.0,6.0,10.52999997139,234.20499992371,22.153000116348,219.02599978447,307321.2800356707,307321.2800356707,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,165.0,27,18,20,2.2411166666666666,BDM,True,200.0,0.0,0.0,0.05,120,80,36,9,35,17,19,19,19,6,2,6,6,8,11,11,8,18,5,18,18,7.0,6,7,6,165,0.83
25.0,1.0,10.0640001297,257.52699995041,10.521999835968,149.93600010872,638091.5838160821,638091.5838160821,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,68,16,20,1.3902166666666667,BDM,False,200.0,0.0,0.0,0.05,125,5,2,20,5,4,5,12,4,7,14,19,7,6,9,12,9,14.0,3,10,8,18.0,9,10,9,45,0.13
33.0,2.0,5.4549999237061,260.34100008011,13.355999946594,286.75,274304.19147806976,274304.19147806976,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,15,19,20,2.53555,PBDM,True,178.6942490633857,-63.664847722855576,0.131,0.05,80,15,13,20,15,6,7,11,6,9,12,14,9,15,11,16,15,11,9,12,11,6,2,7,6,30,0.29266697611500686
30.0,5.0,10.434000015259,171.41900014877,30.12299990654,458.31299996376,242205.8403333336,242205.8403333336,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,121.0,60,17,20,3.7467166666666665,BDM,True,200.0,0.0,0.0,0.05,121,4,1,5,4,11,5,12,11,13,9,14,13,19,2,20,19,4,5,5,4,16,10,17,16,121,0.61
32.0,5.0,8.5750000476837,275.77399992943,12.341000080109,224.57699990273,126839.59744035054,126839.59744035054,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,150.0,131,19,20,2.8199666666666667,PBDM,True,174.57019541096847,-66.89385842193228,0.1645,0.05,129,7,2,10,7,8,11,14,8,12,13,15,12,18,4,19,18,11,6,12,11,10.0,9,10,8,150,0.867832488910673
28.0,2.0,6.3770000934601,981.25200009346,10.010999917984,168.24099993706,199415.39430438637,199415.39430438637,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,106,14,20,1.4642833333333334,BDM,False,200.0,0.0,0.0,0.05,122,5,3,15,4,2,8,8,2,10,10,18,10,03,6,6,3,24.0,2,20,15,28.0,1,13,7,20,0.105
31.0,3.0,8.2079999446869,297.31200003624,21.881999969482,393.15799999237,492279.2731622802,492279.2731622802,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,2,17,20,4.668183333333333,PBDM,True,173.5387426616508,-55.13109353164718,0.1295,0.05,75,2,1,7,2,8,12,18,9,13,16,19,13,4,10,11,4,9.0,3,5,1,13.0,2,11,5,50,0.39105848262831544
35.0,3.0,16.976000070572,849.4470000267,93.355000019073,334.39800000191,232695.33705584894,232695.33705584894,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0,18,20,3.395766666666667,PBDM,True,181.89207346137303,-53.96497363185356,0.121,0.05,61,10,3,5,6,20,20,15,21,19,15,10,16,27,24,17,25,17,10,11,12,18,2,12,15,10,0.23635909395496
52.0,3.0,12.107000112534,357.63400006294,19.661999940872,185.62999987602,211587.5571792397,211587.5571792397,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,3,15,20,1.4184833333333333,BDM,True,200.0,0.0,0.0,0.05,78,3,2,7,3,5,13,13,0,5,9,10,5,9,18,19,9,8.0,8,9,4,12.0,6,19,10,35,0.145
29.0,2.0,10.197000026703,319.77900004387,16.636000156403,171.62199997902,214159.20732310123,214159.20732310123,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,175,17,20,1.2251833333333333,BDM,False,200.0,0.0,0.0,0.05,110,30,10,18,30,30,23,15,30,20,20,15,20,8,8,10,8,10,1,11,10,8,9,9,8,20,0.105
35.0,4.0,11.840000152588,287.26999998093,13.167000055313,259.33299994469,1101953.1369362585,1101953.1369362585,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,200.0,189,19,20,3.0951,BDM,True,200.0,0.0,0.0,0.05,92,5,4,20,7,6,11,11,6,16,14,16,16,20,18,20,20,9,5,9,9,9,1,9,9,200,0.999
29.0,3.0,9.4969999790192,383.53299999237,34.383000135422,322.96399998665,36.39137964684479,36.39137964684479,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,180.0,12,16,20,3.609783333333333,PBDM,True,176.37867312125266,-52.888454412944654,0.113,0.05,76,5,2,6,3,10,10,13,11,13,15,15,15,13,13,15,14,14,3,15,5,5,6,6,6,13,0.975
28.0,4.0,1.6959998607635,87.738000154495,8.1689999103546,102.20600008965,5555.420973214422,5555.420973214422,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,116,10,19,1.1157333333333332,PBDM,False,174.81569825524642,-62.500626066054096,0.138,0.05,7,4,3,10,4,0,7,10,23,0,7,20,34,0,8,6,5,0,1,9,5,8.0,5,9,5,116,0.16078436192042853
47.0,3.0,10.986000061035,243.93499994278,14.763000011444,193.20399999619,138721.59192602348,138721.59192602348,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,191,12,20,1.948,BDM,False,200.0,0.0,0.0,0.05,117,5,4,11,5,10,16,17,10,2,2,5,3,10,13,16,10,,3,13,5,,12,14,9,40,0.255
27.0,4.0,4.8719999790192,113.9430000782,10.651999950409,94.225000143051,188556.56528070307,188556.56528070307,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,32,9,20,1.2671833333333333,BDM,True,200.0,0.0,0.0,0.05,44,7,1,7,6,11,1,11,10,14,12,14,2,5,5,5,4,20,1,20,19,8,1,8,7,90,0.505
45.0,1.0,5.5620000362396,174.49000000954,10.805999994278,107.58300018311,1194804.3396815495,1194804.3396815495,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,33,16,20,1.1755166666666668,PBDM,False,202.7711732415274,-80.32979848471419,0.17,0.05,95,2,1,10,3,6,8,9,9,15,9,9,9,10,8,10,10,13,12,12,13,15,9,13,15,33,0.25649515647667653
30.0,1.0,21.684000015259,408.78600001335,16.206999778748,632.95600008965,61241.57694444354,61241.57694444354,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,140.0,119,18,20,7.946266666666666,BDM,True,200.0,0.0,0.0,0.05,69,4,2,11,5,2,6,8,2,6,9,12,6,6,13,13,6,1,4,6,2,10,10,10,10,140,0.705
28.0,6.0,8.6319999694824,343.23000001907,13.825000047684,365.3069999218,25222.060649122443,25222.060649122443,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,28,16,20,3.5386,PBDM,True,188.5065622560953,-58.38284433926747,0.128,0.05,94,6,4,13,6,5,10,10,5,18,7,18,18,6,5,6,6,5,3,5,5,12,1,12,12,50,0.37072164061749485
39.0,2.0,23.794000148773,694.19400000572,16.853999853134,700.15400004387,93953.38657748583,93953.38657748583,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.0,152,19,20,9.09885,PBDM,True,170.0329268677137,-47.42455660529122,0.1285,0.05,61,8,3,10,4,3,5,5,1,15,4,16,15,18,12,19,18,15,9,16,15,18,11,19,18,199,0.975
63.0,2.0,9.0650000572205,274.85800004005,32.667999982834,205.87399983406,112057.70061111035,112057.70061111035,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,123,11,17,2.0296333333333334,PBDM,False,176.74108656796344,-53.952035080180714,0.121,0.05,11,8,3,9,15,8,15,15,16,9,13,14,17,10,9,8,10,12,10,10,-12,19,2,8,-1,-1,0.2627924042286919
44.0,5.0,28.21799993515,464.18099999428,14.878999948502,317.04100012779,20132.62671726196,20132.62671726196,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,141,14,20,1.39675,BDM,False,200.0,0.0,0.0,0.05,103,4,1,8,2,8,9,11,8,6,6,5,6,6,7,11,7,12,4,13,12,15,7,14,15,30,0.155
